gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
0.48828125,-2.6855469,-2.8686523,0.35434186,-0.14844051,-9.927557
0.4272461,-2.6245117,-2.6855469,0.24420857,-0.23104046,-9.783905
0.4272461,-2.5634766,-2.8076172,0.079008654,-0.29927522,-9.849746
0.36621094,-2.4414062,-2.9296875,-0.08619126,-0.37349546,-9.85214
0.36621094,-2.5024414,-2.8686523,-0.19273324,-0.3842694,-9.846154
0.36621094,-2.6245117,-2.746582,-0.15562311,-0.30526072,-9.821015
0.36621094,-2.6855469,-2.8076172,-0.04070143,-0.18555063,-9.774328
0.24414062,-2.6245117,-2.8076172,0.23463176,-0.061052144,-9.91798
0.36621094,-2.6245117,-2.9296875,0.25019407,-0.062249243,-9.890448
0.36621094,-2.6245117,-2.8686523,0.18315643,-0.11133038,-9.850943
0.4272461,-2.5024414,-2.8076172,0.061052144,-0.16759412,-9.828198
0.4272461,-2.380371,-2.8686523,-0.045489833,-0.19512744,-9.850943
0.4272461,-2.5634766,-2.8076172,-0.075417355,-0.25019407,-9.842564
0.30517578,-2.6245117,-2.8076172,-0.06464344,-0.2873042,-9.829395
0.36621094,-2.6855469,-2.8686523,0.01316811,-0.2885013,-9.817424
0.36621094,-2.6245117,-2.8686523,0.110133275,-0.24899697,-9.848549
0.36621094,-2.6245117,-2.8076172,0.16879122,-0.18674773,-9.871294
0.24414062,-2.6245117,-2.8686523,0.19153613,-0.1592144,-9.871294
0.30517578,-2.6245117,-2.746582,0.15442601,-0.1448492,-9.85214
0.36621094,-2.6245117,-2.746582,-0.035913024,-0.17597382,-9.817424
0.4272461,-2.6855469,-2.8076172,-0.05746084,-0.16400282,-9.849746
0.4272461,-2.6245117,-2.8686523,-0.015562311,-0.20590134,-9.850943
0.4272461,-2.6855469,-2.8076172,0.050278235,-0.20470424,-9.853337
0.4272461,-2.6245117,-2.8076172,0.10414778,-0.19393034,-9.847352
0.30517578,-2.6245117,-2.8686523,0.11372458,-0.20590134,-9.892841
0.30517578,-2.5634766,-2.746582,0.10295067,-0.20709845,-9.874885
0.36621094,-2.5634766,-2.746582,0.075417355,-0.20709845,-9.848549
0.4272461,-2.6245117,-2.8686523,0.04309563,-0.18555063,-9.85214
0.4272461,-2.5024414,-2.8076172,0.017956512,-0.15442601,-9.849746
0.24414062,-2.6855469,-2.8076172,0.011971008,-0.15682021,-9.853337
0.36621094,-2.6855469,-2.8686523,0.027533319,-0.17357962,-9.849746
0.30517578,-2.5634766,-2.8686523,0.074220255,-0.20949265,-9.85214
0.36621094,-2.5634766,-2.8686523,0.092176765,-0.21308395,-9.847352
0.36621094,-2.6245117,-2.8686523,0.08259996,-0.21428105,-9.850943
0.36621094,-2.6245117,-2.8686523,0.06943185,-0.20111294,-9.850943
0.4272461,-2.6245117,-2.8686523,0.044292733,-0.19153613,-9.844957
0.30517578,-2.5634766,-2.8686523,0.027533319,-0.20590134,-9.848549
0.36621094,-2.6245117,-2.746582,0.034715924,-0.18435353,-9.847352
0.36621094,-2.5634766,-2.746582,0.053869538,-0.15801731,-9.849746
0.30517578,-2.5634766,-2.8076172,0.077811554,-0.14963761,-9.848549
0.30517578,-2.6855469,-2.8686523,0.08738836,-0.16280572,-9.849746
0.36621094,-2.6855469,-2.9296875,0.08020575,-0.17357962,-9.8437605
0.36621094,-2.6245117,-2.8076172,0.06943185,-0.19033903,-9.847352
0.4272461,-2.5634766,-2.8686523,0.050278235,-0.19991584,-9.847352
0.36621094,-2.6855469,-2.8686523,0.05746084,-0.19393034,-9.849746
0.4272461,-2.5024414,-2.8686523,0.06344634,-0.21667525,-9.849746
0.4272461,-2.5634766,-2.8686523,0.07182605,-0.20949265,-9.830592
0.30517578,-2.6245117,-2.746582,0.06464344,-0.18914193,-9.849746
0.30517578,-2.6245117,-2.8076172,0.07062895,-0.19393034,-9.849746
0.30517578,-2.5634766,-2.9296875,0.05746084,-0.18914193,-9.849746
0.30517578,-2.6245117,-2.8686523,0.055066638,-0.19752164,-9.849746
0.30517578,-2.5634766,-2.8686523,0.062249243,-0.18674773,-9.836577
0.36621094,-2.6245117,-2.8686523,0.06464344,-0.19752164,-9.849746
0.36621094,-2.6245117,-2.8076172,0.06464344,-0.18794483,-9.849746
0.36621094,-2.6245117,-2.8686523,0.05746084,-0.20231004,-9.849746
0.36621094,-2.5634766,-2.8686523,0.062249243,-0.20590134,-9.849746
0.48828125,-2.6245117,-2.8076172,0.059855044,-0.20470424,-9.849746
0.36621094,-2.6245117,-2.8686523,0.059855044,-0.18674773,-9.849746
0.4272461,-2.6245117,-2.8686523,0.05865794,-0.18555063,-9.849746
0.36621094,-2.6855469,-2.8076172,0.06943185,-0.18076223,-9.849746
0.36621094,-2.6245117,-2.9296875,0.06823475,-0.18914193,-9.849746
0.36621094,-2.6855469,-2.8686523,0.073023155,-0.18435353,-9.849746
0.4272461,-2.5634766,-2.8686523,0.06943185,-0.18914193,-9.850943
0.30517578,-2.5634766,-2.8076172,0.049081136,-0.18435353,-9.849746
0.30517578,-2.5634766,-2.8076172,0.061052144,-0.19871874,-9.849746
0.36621094,-2.5634766,-2.8686523,0.055066638,-0.19033903,-9.849746
0.36621094,-2.6245117,-2.8686523,0.047884032,-0.20231004,-9.850943
0.48828125,-2.6245117,-2.8686523,0.05865794,-0.19632454,-9.855731
0.4272461,-2.6245117,-2.8076172,0.074220255,-0.18555063,-9.849746
0.30517578,-2.5024414,-2.8686523,0.07062895,-0.19632454,-9.849746
0.36621094,-2.5634766,-2.8686523,0.061052144,-0.19153613,-9.8437605
0.30517578,-2.5634766,-2.8076172,0.05865794,-0.19752164,-9.850943
0.36621094,-2.5024414,-2.746582,0.044292733,-0.18674773,-9.849746
0.30517578,-2.6245117,-2.8686523,0.044292733,-0.19632454,-9.849746
0.36621094,-2.5634766,-2.9296875,0.059855044,-0.19153613,-9.849746
0.30517578,-2.6245117,-2.8686523,0.062249243,-0.20231004,-9.842564
0.36621094,-2.6245117,-2.8076172,0.06943185,-0.20829555,-9.855731
0.30517578,-2.6245117,-2.8076172,0.06703765,-0.20470424,-9.850943
0.4272461,-2.6855469,-2.8686523,0.07182605,-0.19153613,-9.849746
0.36621094,-2.6245117,-2.8076172,0.06584055,-0.19512744,-9.849746
0.36621094,-2.6245117,-2.8686523,0.049081136,-0.19033903,-9.850943
0.30517578,-2.5634766,-2.8686523,0.049081136,-0.17956513,-9.810242
0.4272461,-2.6245117,-2.746582,0.05746084,-0.19033903,-9.849746
0.30517578,-2.5634766,-2.746582,0.06584055,-0.18315643,-9.847352
0.24414062,-2.5634766,-2.8076172,0.07182605,-0.17836803,-9.849746
0.36621094,-2.6245117,-2.8076172,0.08140286,-0.18555063,-9.850943
0.4272461,-2.6245117,-2.8686523,0.05746084,-0.19393034,-9.838972
0.4272461,-2.6245117,-2.8686523,0.061052144,-0.18794483,-9.849746
0.36621094,-2.5634766,-2.8686523,0.05626374,-0.20111294,-9.829395
0.36621094,-2.6245117,-2.746582,0.061052144,-0.19871874,-9.849746
0.36621094,-2.6855469,-2.8076172,0.05267244,-0.19273324,-9.849746
0.30517578,-2.6855469,-2.8076172,0.06344634,-0.19752164,-9.832987
0.36621094,-2.6245117,-2.8686523,0.061052144,-0.18914193,-9.842564
0.36621094,-2.6245117,-2.8686523,0.06464344,-0.17238252,-9.847352
0.24414062,-2.6245117,-2.746582,0.05746084,-0.18315643,-9.841366
0.30517578,-2.6245117,-2.8076172,0.04189853,-0.17118542,-9.81503
0.36621094,-2.6245117,-2.8686523,0.051475335,-0.19632454,-9.850943
0.36621094,-2.6245117,-2.746582,0.045489833,-0.20590134,-9.848549
0.36621094,-2.6245117,-2.8076172,0.05626374,-0.19871874,-9.850943
0.30517578,-2.6245117,-2.8686523,0.05626374,-0.20949265,-9.835381
0.30517578,-2.6245117,-2.8686523,0.061052144,-0.18794483,-9.849746
0.36621094,-2.6855469,-2.8686523,0.06943185,-0.18555063,-9.850943
0.4272461,-2.6245117,-2.8076172,0.06823475,-0.18435353,-9.849746
0.36621094,-2.5024414,-2.8686523,0.06464344,-0.18914193,-9.850943
0.36621094,-2.6245117,-2.8076172,0.062249243,-0.19153613,-9.846154
0.4272461,-2.5634766,-2.8076172,0.05865794,-0.19033903,-9.849746
0.36621094,-2.5634766,-2.8686523,0.062249243,-0.19033903,-9.849746
0.36621094,-2.6855469,-2.8686523,0.051475335,-0.19512744,-9.849746
0.4272461,-2.6245117,-2.8686523,0.059855044,-0.20111294,-9.844957
0.36621094,-2.5634766,-2.8686523,0.059855044,-0.20350714,-9.849746
0.30517578,-2.6245117,-2.8076172,0.062249243,-0.20231004,-9.849746
0.36621094,-2.6245117,-2.8686523,0.06943185,-0.19632454,-9.849746
0.30517578,-2.6245117,-2.8076172,0.06703765,-0.19273324,-9.849746
0.36621094,-2.5634766,-2.8686523,0.06344634,-0.19153613,-9.849746
0.36621094,-2.6245117,-2.8686523,0.05865794,-0.17836803,-9.849746
0.30517578,-2.6245117,-2.8076172,0.05746084,-0.18435353,-9.849746
0.36621094,-2.6855469,-2.8686523,0.051475335,-0.16759412,-9.849746
0.36621094,-2.6245117,-2.8686523,0.06943185,-0.19632454,-9.849746
0.36621094,-2.5634766,-2.8686523,0.07062895,-0.19871874,-9.849746
0.36621094,-2.5634766,-2.8076172,0.062249243,-0.20111294,-9.849746
0.4272461,-2.5634766,-2.8076172,0.05865794,-0.20350714,-9.844957
0.36621094,-2.6245117,-2.746582,0.055066638,-0.18794483,-9.849746
0.36621094,-2.5634766,-2.8076172,0.047884032,-0.19871874,-9.831789
0.36621094,-2.6245117,-2.8076172,0.062249243,-0.17836803,-9.850943
0.36621094,-2.5634766,-2.8686523,0.047884032,-0.18555063,-9.840169
0.4272461,-2.6855469,-2.8076172,0.05746084,-0.18555063,-9.8437605
0.36621094,-2.6245117,-2.8076172,0.06823475,-0.18195933,-9.8437605
0.4272461,-2.6855469,-2.8076172,0.073023155,-0.19273324,-9.849746
0.36621094,-2.6245117,-2.8076172,0.07062895,-0.18555063,-9.849746
0.4272461,-2.6245117,-2.8686523,0.053869538,-0.20111294,-9.832987
0.36621094,-2.5634766,-2.8076172,0.053869538,-0.19991584,-9.835381
0.36621094,-2.5634766,-2.8686523,0.062249243,-0.20231004,-9.849746
0.36621094,-2.6855469,-2.8076172,0.05865794,-0.19153613,-9.848549
0.4272461,-2.5634766,-2.9296875,0.05865794,-0.20350714,-9.81503
0.36621094,-2.6245117,-2.8686523,0.055066638,-0.19752164,-9.818622
0.36621094,-2.5634766,-2.9296875,0.06703765,-0.19273324,-9.848549
0.36621094,-2.5634766,-2.8076172,0.059855044,-0.19871874,-9.849746
0.36621094,-2.6245117,-2.8076172,0.055066638,-0.18076223,-9.849746
0.36621094,-2.746582,-2.9296875,0.05746084,-0.17597382,-9.842564
0.36621094,-2.6245117,-2.8686523,0.059855044,-0.18674773,-9.849746
0.36621094,-2.5634766,-2.746582,0.05626374,-0.20111294,-9.847352
0.24414062,-2.6245117,-2.8076172,0.049081136,-0.19393034,-9.836577
0.36621094,-2.5634766,-2.8686523,0.05865794,-0.18674773,-9.838972
0.36621094,-2.5634766,-2.8076172,0.06584055,-0.18315643,-9.849746
0.36621094,-2.5634766,-2.8686523,0.050278235,-0.19033903,-9.838972
0.36621094,-2.6855469,-2.8076172,0.08020575,-0.18315643,-9.848549
0.30517578,-2.5024414,-2.746582,0.077811554,-0.17956513,-9.849746
0.30517578,-2.6245117,-2.746582,0.06943185,-0.18555063,-9.846154
0.24414062,-2.6855469,-2.746582,0.074220255,-0.19273324,-9.849746
0.36621094,-2.6245117,-2.8686523,0.05626374,-0.19632454,-9.849746
0.36621094,-2.5634766,-2.8686523,0.05865794,-0.19632454,-9.849746
0.4272461,-2.6245117,-2.8076172,0.05267244,-0.19632454,-9.849746
0.36621094,-2.6245117,-2.746582,0.05626374,-0.20350714,-9.848549
0.36621094,-2.6245117,-2.8686523,0.06943185,-0.18674773,-9.849746
0.36621094,-2.5634766,-2.8076172,0.074220255,-0.18315643,-9.849746
0.30517578,-2.6245117,-2.746582,0.06584055,-0.18315643,-9.849746
0.30517578,-2.5634766,-2.8076172,0.06584055,-0.17597382,-9.8437605
0.30517578,-2.5634766,-2.8076172,0.06823475,-0.18195933,-9.8437605
0.30517578,-2.6245117,-2.746582,0.059855044,-0.17836803,-9.849746
0.30517578,-2.5634766,-2.8076172,0.055066638,-0.18674773,-9.848549
0.30517578,-2.6245117,-2.8076172,0.046686932,-0.19273324,-9.849746
0.48828125,-2.6245117,-2.8686523,0.051475335,-0.20709845,-9.841366
0.4272461,-2.5634766,-2.746582,0.053869538,-0.18315643,-9.832987
0.30517578,-2.6245117,-2.8076172,0.07062895,-0.19871874,-9.834184
0.30517578,-2.6245117,-2.6855469,0.077811554,-0.19393034,-9.842564
0.36621094,-2.6245117,-2.8686523,0.05746084,-0.19393034,-9.849746
0.36621094,-2.5634766,-2.746582,0.051475335,-0.18674773,-9.8437605
0.4272461,-2.5634766,-2.746582,0.055066638,-0.16759412,-9.849746
0.36621094,-2.6855469,-2.8076172,0.046686932,-0.18914193,-9.844957
0.36621094,-2.5634766,-2.8076172,0.051475335,-0.18555063,-9.8437605
0.4272461,-2.5634766,-2.746582,0.059855044,-0.18195933,-9.848549
0.4272461,-2.6245117,-2.8076172,0.08140286,-0.18555063,-9.849746
0.30517578,-2.6245117,-2.746582,0.08379706,-0.19033903,-9.849746
0.36621094,-2.6245117,-2.746582,0.08140286,-0.20111294,-9.849746
0.36621094,-2.5634766,-2.746582,0.06943185,-0.20709845,-9.849746
0.30517578,-2.5634766,-2.8076172,0.05626374,-0.21068975,-9.847352
0.30517578,-2.6245117,-2.8076172,0.05626374,-0.19871874,-9.849746
0.30517578,-2.6245117,-2.8076172,0.038307227,-0.19393034,-9.846154
0.24414062,-2.6245117,-2.8686523,0.062249243,-0.18315643,-9.844957
0.24414062,-2.6245117,-2.8686523,0.06344634,-0.18315643,-9.835381
0.36621094,-2.5634766,-2.8686523,0.074220255,-0.17836803,-9.849746
0.36621094,-2.5634766,-2.8686523,0.074220255,-0.18674773,-9.846154
0.4272461,-2.6245117,-2.8076172,0.055066638,-0.19033903,-9.85214
0.36621094,-2.6855469,-2.8076172,0.051475335,-0.19632454,-9.849746
0.48828125,-2.5634766,-2.8076172,0.03232172,-0.19991584,-9.841366
0.30517578,-2.5634766,-2.8076172,0.04070143,-0.19033903,-9.841366
0.36621094,-2.5634766,-2.8076172,0.050278235,-0.19273324,-9.849746
0.36621094,-2.6855469,-2.746582,0.059855044,-0.18195933,-9.859323
0.4272461,-2.6855469,-2.8076172,0.08738836,-0.18076223,-9.849746
0.30517578,-2.5634766,-2.8076172,0.08619126,-0.18435353,-9.847352
0.48828125,-2.6245117,-2.8686523,0.05746084,-0.18794483,-9.849746
0.48828125,-2.5634766,-2.8076172,0.049081136,-0.18076223,-9.849746
0.4272461,-2.6245117,-2.746582,0.031124622,-0.18315643,-9.846154
0.4272461,-2.5634766,-2.746582,0.027533319,-0.19512744,-9.822212
0.4272461,-2.6855469,-2.746582,0.047884032,-0.20590134,-9.849746
0.36621094,-2.6855469,-2.8686523,0.06703765,-0.19752164,-9.849746
0.36621094,-2.5634766,-2.8076172,0.079008654,-0.19393034,-9.849746
0.36621094,-2.5634766,-2.746582,0.090979666,-0.17956513,-9.847352
0.36621094,-2.6245117,-2.8076172,0.08499416,-0.18674773,-9.849746
0.4272461,-2.6245117,-2.746582,0.07062895,-0.19752164,-9.850943
0.36621094,-2.6245117,-2.8076172,0.047884032,-0.18914193,-9.849746
0.4272461,-2.746582,-2.746582,0.04189853,-0.18555063,-9.849746
0.4272461,-2.6245117,-2.6855469,0.05865794,-0.18555063,-9.849746
0.4272461,-2.6855469,-2.8076172,0.053869538,-0.19752164,-9.8437605
0.30517578,-2.6855469,-2.8076172,0.076614454,-0.19991584,-9.849746
0.36621094,-2.5634766,-2.746582,0.08738836,-0.19632454,-9.849746
0.36621094,-2.5024414,-2.8076172,0.07182605,-0.20709845,-9.842564
0.36621094,-2.6245117,-2.746582,0.06703765,-0.20231004,-9.849746
0.36621094,-2.6245117,-2.8076172,0.04189853,-0.19752164,-9.849746
0.36621094,-2.5634766,-2.8076172,0.045489833,-0.19871874,-9.848549
0.30517578,-2.5634766,-2.8686523,0.046686932,-0.20350714,-9.849746
0.36621094,-2.6855469,-2.8076172,0.059855044,-0.19033903,-9.849746
0.36621094,-2.6245117,-2.8076172,0.06703765,-0.18435353,-9.849746
0.36621094,-2.6245117,-2.8686523,0.076614454,-0.18674773,-9.849746
0.4272461,-2.6855469,-2.8076172,0.07062895,-0.20231004,-9.849746
0.4272461,-2.5634766,-2.8076172,0.05865794,-0.18435353,-9.835381
0.30517578,-2.6245117,-2.746582,0.06344634,-0.18315643,-9.849746
0.30517578,-2.6245117,-2.8076172,0.055066638,-0.19153613,-9.849746
0.30517578,-2.5634766,-2.8076172,0.04189853,-0.19871874,-9.849746
0.36621094,-2.6245117,-2.8076172,0.04189853,-0.19632454,-9.849746
0.30517578,-2.5634766,-2.9296875,0.047884032,-0.19752164,-9.848549
0.36621094,-2.6855469,-2.8076172,0.06344634,-0.19153613,-9.850943
0.4272461,-2.6245117,-2.8076172,0.075417355,-0.17956513,-9.849746
0.30517578,-2.6245117,-2.8076172,0.076614454,-0.18435353,-9.849746
0.30517578,-2.6245117,-2.8076172,0.079008654,-0.18555063,-9.849746
0.36621094,-2.6855469,-2.8686523,0.06823475,-0.19512744,-9.850943
0.36621094,-2.6245117,-2.8076172,0.051475335,-0.18914193,-9.849746
0.36621094,-2.6855469,-2.8076172,0.046686932,-0.18914193,-9.849746
0.36621094,-2.6245117,-2.8686523,0.046686932,-0.20231004,-9.849746
0.30517578,-2.6855469,-2.746582,0.05865794,-0.20949265,-9.849746
0.4272461,-2.6245117,-2.8076172,0.06943185,-0.19512744,-9.850943
0.36621094,-2.6245117,-2.746582,0.07182605,-0.19871874,-9.849746
0.4272461,-2.746582,-2.8686523,0.08379706,-0.17956513,-9.849746
0.30517578,-2.6245117,-2.8686523,0.08020575,-0.17836803,-9.849746
0.30517578,-2.4414062,-2.8076172,0.07062895,-0.18076223,-9.850943
0.4272461,-2.5634766,-2.746582,0.05267244,-0.18555063,-9.850943
0.30517578,-2.6245117,-2.8076172,0.050278235,-0.19393034,-9.849746
0.36621094,-2.6245117,-2.9296875,0.055066638,-0.19632454,-9.849746
0.36621094,-2.6855469,-2.8076172,0.05865794,-0.19871874,-9.849746
0.4272461,-2.6245117,-2.8076172,0.06943185,-0.20590134,-9.849746
0.4272461,-2.6245117,-2.8686523,0.06943185,-0.20470424,-9.838972
0.36621094,-2.5634766,-2.8076172,0.07062895,-0.19153613,-9.849746
0.36621094,-2.5634766,-2.8076172,0.06464344,-0.18914193,-9.849746
0.36621094,-2.6245117,-2.746582,0.053869538,-0.18555063,-9.850943
0.48828125,-2.6855469,-2.8076172,0.051475335,-0.18674773,-9.849746
0.36621094,-2.5634766,-2.8076172,0.039504327,-0.19512744,-9.835381
0.30517578,-2.6855469,-2.746582,0.050278235,-0.19752164,-9.849746
0.30517578,-2.6245117,-2.8076172,0.062249243,-0.18674773,-9.849746
0.30517578,-2.6855469,-2.746582,0.06703765,-0.18555063,-9.849746
0.36621094,-2.6855469,-2.746582,0.074220255,-0.18914193,-9.849746
0.36621094,-2.6245117,-2.746582,0.075417355,-0.19033903,-9.849746
0.36621094,-2.5634766,-2.746582,0.05746084,-0.18914193,-9.850943
0.30517578,-2.6245117,-2.746582,0.05746084,-0.17956513,-9.850943
0.36621094,-2.5634766,-2.8076172,0.05865794,-0.18435353,-9.850943
0.30517578,-2.6245117,-2.8076172,0.062249243,-0.18195933,-9.846154
0.36621094,-2.6245117,-2.8686523,0.05865794,-0.19033903,-9.848549
0.36621094,-2.6245117,-2.8686523,0.06943185,-0.19393034,-9.849746
0.36621094,-2.6245117,-2.8076172,0.06703765,-0.18914193,-9.850943
0.36621094,-2.6855469,-2.8076172,0.07062895,-0.19632454,-9.850943
0.30517578,-2.6245117,-2.8076172,0.062249243,-0.19033903,-9.849746
0.30517578,-2.5634766,-2.8076172,0.062249243,-0.18435353,-9.850943
0.36621094,-2.6855469,-2.746582,0.055066638,-0.19632454,-9.850943
0.30517578,-2.6855469,-2.746582,0.046686932,-0.18195933,-9.849746
0.30517578,-2.6245117,-2.8076172,0.05626374,-0.20590134,-9.849746
0.36621094,-2.5634766,-2.746582,0.06464344,-0.19512744,-9.85214
0.4272461,-2.6855469,-2.8076172,0.05746084,-0.19273324,-9.850943
0.36621094,-2.5634766,-2.8686523,0.06823475,-0.19752164,-9.849746
0.36621094,-2.5634766,-2.746582,0.059855044,-0.19153613,-9.849746
0.36621094,-2.5634766,-2.746582,0.055066638,-0.18674773,-9.850943
0.4272461,-2.6245117,-2.8076172,0.06344634,-0.18794483,-9.850943
0.36621094,-2.6855469,-2.8686523,0.05267244,-0.19033903,-9.850943
0.4272461,-2.6245117,-2.8686523,0.05626374,-0.19752164,-9.849746
0.36621094,-2.5634766,-2.8686523,0.059855044,-0.19393034,-9.849746
0.36621094,-2.6245117,-2.8076172,0.055066638,-0.18555063,-9.848549
0.24414062,-2.5634766,-2.8076172,0.06943185,-0.19632454,-9.849746
0.30517578,-2.6855469,-2.746582,0.07062895,-0.19273324,-9.849746
0.36621094,-2.6855469,-2.8076172,0.05746084,-0.18914193,-9.849746
0.4272461,-2.6245117,-2.8686523,0.05626374,-0.17836803,-9.849746
0.36621094,-2.6245117,-2.8076172,0.050278235,-0.18555063,-9.849746
0.36621094,-2.6245117,-2.746582,0.061052144,-0.18914193,-9.836577
0.36621094,-2.5634766,-2.8076172,0.06584055,-0.18435353,-9.849746
0.36621094,-2.6245117,-2.8686523,0.05626374,-0.19153613,-9.848549
0.36621094,-2.5634766,-2.746582,0.06344634,-0.19632454,-9.850943
0.30517578,-2.5634766,-2.746582,0.051475335,-0.19632454,-9.8437605
0.30517578,-2.6245117,-2.746582,0.050278235,-0.19512744,-9.849746
0.36621094,-2.5024414,-2.8076172,0.06344634,-0.19632454,-9.846154
0.36621094,-2.5024414,-2.746582,0.05746084,-0.18555063,-9.846154
0.36621094,-2.6245117,-2.8686523,0.061052144,-0.18555063,-9.848549
0.30517578,-2.5634766,-2.8076172,0.055066638,-0.17836803,-9.849746
0.36621094,-2.6245117,-2.8076172,0.062249243,-0.17956513,-9.848549
0.48828125,-2.5024414,-2.746582,0.05746084,-0.18195933,-9.849746
0.4272461,-2.6245117,-2.8076172,0.05626374,-0.19393034,-9.849746
0.36621094,-2.5634766,-2.8686523,0.050278235,-0.17717093,-9.850943
0.24414062,-2.5634766,-2.8076172,0.06823475,-0.21068975,-9.850943
0.30517578,-2.5634766,-2.8076172,0.06464344,-0.20231004,-9.849746
0.36621094,-2.5634766,-2.6855469,0.05865794,-0.20350714,-9.853337
0.4272461,-2.5024414,-2.746582,0.06344634,-0.19752164,-9.850943
0.36621094,-2.5634766,-2.8076172,0.051475335,-0.19632454,-9.849746
0.36621094,-2.6245117,-2.8686523,0.05267244,-0.17836803,-9.8437605
0.36621094,-2.6855469,-2.8686523,0.047884032,-0.17357962,-9.849746
0.30517578,-2.6245117,-2.8686523,0.06823475,-0.16879122,-9.850943
0.36621094,-2.6245117,-2.8686523,0.05746084,-0.18195933,-9.849746
0.4272461,-2.6245117,-2.8686523,0.05865794,-0.19991584,-9.850943
0.36621094,-2.5024414,-2.8686523,0.06943185,-0.19752164,-9.849746
0.4272461,-2.6245117,-2.746582,0.059855044,-0.20231004,-9.849746
0.4272461,-2.6245117,-2.8076172,0.05865794,-0.20111294,-9.847352
0.4272461,-2.6245117,-2.8686523,0.05267244,-0.20470424,-9.849746
0.36621094,-2.6245117,-2.8076172,0.049081136,-0.20350714,-9.850943
0.30517578,-2.6855469,-2.746582,0.059855044,-0.19393034,-9.849746
0.30517578,-2.5634766,-2.746582,0.06584055,-0.19273324,-9.849746
0.24414062,-2.4414062,-2.8076172,0.06464344,-0.17477672,-9.850943
0.36621094,-2.5024414,-2.746582,0.076614454,-0.19153613,-9.849746
0.36621094,-2.5634766,-2.746582,0.07182605,-0.18674773,-9.849746
0.36621094,-2.5634766,-2.746582,0.06344634,-0.18794483,-9.849746
0.4272461,-2.5024414,-2.6855469,0.05626374,-0.20350714,-9.850943
0.30517578,-2.6245117,-2.6855469,0.055066638,-0.20231004,-9.848549
0.30517578,-2.6245117,-2.746582,0.05746084,-0.21787235,-9.849746
0.36621094,-2.5634766,-2.8076172,0.07062895,-0.19871874,-9.849746
0.36621094,-2.5634766,-2.8076172,0.06823475,-0.19991584,-9.8437605
0.30517578,-2.6245117,-2.746582,0.06703765,-0.19991584,-9.841366
0.36621094,-2.5634766,-2.8076172,0.06823475,-0.19273324,-9.849746
0.36621094,-2.5634766,-2.8076172,0.051475335,-0.18195933,-9.849746
0.30517578,-2.6245117,-2.8076172,0.047884032,-0.17477672,-9.842564
0.30517578,-2.5634766,-2.8686523,0.047884032,-0.18914193,-9.849746
0.4272461,-2.5634766,-2.8076172,0.06464344,-0.20111294,-9.850943
0.30517578,-2.5634766,-2.8686523,0.077811554,-0.19752164,-9.848549
0.30517578,-2.5634766,-2.8686523,0.077811554,-0.19991584,-9.844957
0.30517578,-2.6245117,-2.8076172,0.076614454,-0.20470424,-9.849746
0.30517578,-2.6245117,-2.8076172,0.062249243,-0.21068975,-9.850943
0.36621094,-2.6855469,-2.8076172,0.051475335,-0.19512744,-9.849746
0.48828125,-2.6245117,-2.8076172,0.05746084,-0.18076223,-9.849746
0.4272461,-2.5024414,-2.746582,0.04189853,-0.18076223,-9.841366
0.4272461,-2.5634766,-2.746582,0.05267244,-0.17717093,-9.842564
0.30517578,-2.6245117,-2.8686523,0.062249243,-0.18674773,-9.849746
0.24414062,-2.5634766,-2.746582,0.06703765,-0.19273324,-9.848549
0.30517578,-2.6245117,-2.746582,0.077811554,-0.19153613,-9.849746
0.30517578,-2.5024414,-2.8076172,0.06823475,-0.20111294,-9.850943
0.24414062,-2.5634766,-2.8076172,0.05746084,-0.20949265,-9.848549
0.30517578,-2.5024414,-2.8076172,0.049081136,-0.19991584,-9.849746
0.36621094,-2.5634766,-2.746582,0.050278235,-0.19273324,-9.832987
0.36621094,-2.6245117,-2.746582,0.055066638,-0.17836803,-9.8437605
0.36621094,-2.6855469,-2.746582,0.053869538,-0.18555063,-9.849746
0.30517578,-2.6245117,-2.746582,0.059855044,-0.16998832,-9.85214
0.36621094,-2.6245117,-2.8686523,0.07182605,-0.19752164,-9.849746
0.36621094,-2.6245117,-2.8686523,0.06584055,-0.19512744,-9.855731
0.36621094,-2.6245117,-2.8076172,0.07182605,-0.20231004,-9.849746
0.36621094,-2.6245117,-2.746582,0.059855044,-0.21308395,-9.849746
0.30517578,-2.6245117,-2.8686523,0.05626374,-0.20231004,-9.850943
0.30517578,-2.6245117,-2.8686523,0.05267244,-0.19632454,-9.849746
0.30517578,-2.6245117,-2.8076172,0.05746084,-0.18914193,-9.849746
0.4272461,-2.6245117,-2.746582,0.074220255,-0.18076223,-9.849746
0.36621094,-2.5634766,-2.8686523,0.08259996,-0.18076223,-9.850943
0.30517578,-2.5634766,-2.746582,0.076614454,-0.19632454,-9.849746
0.4272461,-2.6855469,-2.746582,0.06464344,-0.19512744,-9.849746
0.36621094,-2.6245117,-2.746582,0.059855044,-0.19632454,-9.849746
0.48828125,-2.5634766,-2.746582,0.051475335,-0.20350714,-9.849746
0.36621094,-2.5634766,-2.8076172,0.038307227,-0.20590134,-9.840169
0.4272461,-2.5634766,-2.746582,0.059855044,-0.19991584,-9.849746
0.30517578,-2.5634766,-2.8076172,0.05746084,-0.18914193,-9.849746
